1-qid,two_realRank,State,map_AdaRank,map_AdaRank_rerank,map_AdaRank_x,map_LambdaMART,map_LambdaMART_rerank,map_LambdaMART_x,map_LambdaRank,map_LambdaRank_rerank,map_LambdaRank_x,map_ListNet,map_ListNet_rerank,map_ListNet_x,map_MART,map_MART_rerank,map_MART_x,map_RankBoost,map_RankBoost_rerank,map_RankBoost_x,map_RankNet,map_RankNet_rerank,map_RankNet_x,map_coordinate_ascent,map_Cord.Ascent_rerank,map_coordinate_ascent_x,map_linear_regression,map_Lin.Regression_rerank,map_linear_regression_x,map_random_forest,map_Rand.Forest_rerank,map_random_forest_x,ndcg10_AdaRank,ndcg10_AdaRank_rerank,ndcg10_AdaRank_x,ndcg10_LambdaMART,ndcg10_LambdaMART_rerank,ndcg10_LambdaMART_x,ndcg10_LambdaRank,ndcg10_LambdaRank_rerank,ndcg10_LambdaRank_x,ndcg10_ListNet,ndcg10_ListNet_rerank,ndcg10_ListNet_x,ndcg10_MART,ndcg10_MART_rerank,ndcg10_MART_x,ndcg10_RankBoost,ndcg10_RankBoost_rerank,ndcg10_RankBoost_x,ndcg10_RankNet,ndcg10_RankNet_rerank,ndcg10_RankNet_x,ndcg10_coordinate_ascent,ndcg10_coordinate_ascent_rerank,ndcg10_coordinate_ascent_x,ndcg10_linear_regression,ndcg10_linear_regression_rerank,ndcg10_linear_regression_x,ndcg10_random_forest,ndcg10_random_forest_rerank,ndcg10_random_forest_x,ndcg50_AdaRank,ndcg50_AdaRank_rerank,ndcg50_AdaRank_x,ndcg50_LambdaMART,ndcg50_LambdaMART_rerank,ndcg50_LambdaMART_x,ndcg50_LambdaRank,ndcg50_LambdaRank_rerank,ndcg50_LambdaRank_x,ndcg50_ListNet,ndcg50_ListNet_rerank,ndcg50_ListNet_x,ndcg50_MART,ndcg50_MART_rerank,ndcg50_MART_x,ndcg50_RankBoost,ndcg50_RankBoost_rerank,ndcg50_RankBoost_x,ndcg50_RankNet,ndcg50_RankNet_rerank,ndcg50_RankNet_x,ndcg50_coordinate_ascent,ndcg50_coordinate_ascent_rerank,ndcg50_coordinate_ascent_x,ndcg50_linear_regression,ndcg50_linear_regression_rerank,ndcg50_linear_regression_x,ndcg50_random_forest,ndcg50_random_forest_rerank,ndcg50_random_forest_x
2006,11,Virginia,725.1859326,24,0.892807576,0.200000003,5,0.501973031,0.455747228,18,0.234689133,0.56191613,29,0.755734257,39.00406647,11,0.793545579,4.430799205,20,0.72930999,0.461578733,28,0.842246758,0.082732654,2,0.771791841,35.92615417,9,0.499049155,3.656686946,12,0.75472879,,,,12075267,13,1,0.441915888,1,,0.393728338,23,0.622371311,39.00406647,11,0.793545579,4.430799205,20,0.72930999,0.529505891,12,0.934762346,0.634637799,17,0.913006892,35.92615417,9,0.499049155,3.651712672,12,0.753279465,,,,20.79861832,11,0.863917722,0.547207854,27,0.655829839,0.430422684,9,0.781022196,39.00406647,11,0.793545579,4.430799205,20,0.72930999,0.442781232,12,0.751496986,0.346329231,31,0.754770803,35.92615417,9,0.499049155,3.616160653,12,0.74571473
2006,12,Florida ,527.4512515,48,0.617074591,0.200000003,5,0.501973031,0.456669964,5,0.448297471,0.518777306,46,0.623573286,37.99233246,12,0.77296692,4.267387556,22,0.697689322,0.461344429,39,0.801678618,0.119768071,1,0.862591778,33.11550199,14,0.476892437,3.75263221,10,0.774842982,,,,12893583,10,1,0.441915888,1,,0.381917386,43,0.568440539,37.99233246,12,0.77296692,4.267387556,22,0.697689322,0.527808546,39,0.848978312,0.62079598,28,0.873468282,33.11550199,14,0.476892437,3.73823777,10,0.771376086,,,,20.38866615,12,0.856621805,0.546295535,47,0.444909161,0.420459853,34,0.74345926,37.99233246,12,0.77296692,4.267387556,22,0.697689322,0.441219583,35,0.718022624,0.313124362,42,0.599165793,33.11550199,14,0.476892437,3.76392938,10,0.776708195
2006,13,Indiana,733.989462,18,0.90508374,0,44,0.5,0.455486516,27,0.174335672,0.575663381,7,0.797850612,36.99469376,13,0.752674959,4.692126417,15,0.779877627,0.461813181,4,0.882839758,0.050922674,16,0.69380314,31.45367476,17,0.463792048,3.590390278,14,0.7408302,,,,22618374,4,1,0.441915888,1,,0.402828613,4,0.663924681,36.99469376,13,0.752674959,4.692126417,15,0.779877627,0.529989803,2,0.959219311,0.651269811,3,0.960515578,31.45367476,17,0.463792048,3.586141044,13,0.739565238,,,,20.07897949,13,0.851110313,0.547272862,20,0.670859032,0.432444319,6,0.788644381,36.99469376,13,0.752674959,4.692126417,15,0.779877627,0.443966198,3,0.776897029,0.359692031,14,0.817391696,31.45367476,17,0.463792048,3.601603673,13,0.742661504
2006,14,Idaho,740.3442413,11,0.913945222,0,44,0.5,0.455339185,45,0.140229226,0.576782261,5,0.801278435,35.9972496,14,0.732386955,4.865825337,9,0.813488914,0.4617548,10,0.872731506,0.055242043,14,0.70439296,31.82412287,15,0.466712336,3.600356206,13,0.742919481,,,,24055394,1,1,0.441915888,1,,0.395026811,19,0.628300357,35.9972496,14,0.732386955,4.865825337,9,0.813488914,0.529384221,13,0.928613155,0.639400824,11,0.926612287,31.82412287,15,0.466712336,3.583542663,14,0.739021789,,,,22.00992393,6,0.885475323,0.547314653,13,0.680520761,0.427918468,14,0.771580532,35.9972496,14,0.732386955,4.865825337,9,0.813488914,0.442695966,13,0.749669283,0.360323801,12,0.820352302,31.82412287,15,0.466712336,3.510419254,14,0.723536205
2006,15,Wyoming,673.9542449,39,0.821367067,0.200000003,5,0.501973031,0.454975008,50,0.055924267,0.585035764,3,0.826564032,34.9997406,15,0.712097632,4.490923268,19,0.740944185,0.46203212,2,0.920747476,0.047380039,19,0.685117641,19.43457749,33,0.36904402,3.133730724,19,0.645095013,,,,10950490,25,1,0.441915888,1,,0.399209354,6,0.647398544,34.9997406,15,0.712097632,4.490923268,19,0.740944185,0.528315658,33,0.874607823,0.661244066,2,0.989006647,19.43457749,33,0.36904402,3.182204793,19,0.655082454,,,,18.45191383,17,0.822153432,0.546928988,39,0.591358186,0.423238242,28,0.753934642,34.9997406,15,0.712097632,4.490923268,19,0.740944185,0.443616252,4,0.769395861,0.365136619,4,0.842906181,19.43457749,33,0.36904402,3.096742227,19,0.636770318
2006,16,Colorado,766.3910263,5,0.950266406,0.200000003,5,0.501973031,0.45547339,29,0.171297065,0.568420135,15,0.775660057,33.99982071,16,0.691759271,5.068097241,4,0.852629163,0.461681515,20,0.860042749,0.038453663,27,0.663232797,35.80830542,10,0.498120139,3.404698348,16,0.701901306,,,,12974138,9,1,0.441915888,1,,0.392714518,30,0.617742042,33.99982071,16,0.691759271,5.068097241,4,0.852629163,0.529534996,11,0.936233304,0.648192809,4,0.951726246,35.80830542,10,0.498120139,3.415018687,16,0.703775201,,,,19.69130325,15,0.84421084,0.547302035,16,0.677603579,0.431671779,7,0.785731669,33.99982071,16,0.691759271,5.068097241,4,0.852629163,0.442252023,22,0.740153254,0.363860887,7,0.836927836,35.80830542,10,0.498120139,3.421534232,16,0.704893188
2006,17,Missouri,758.6678446,7,0.939496743,0.200000003,5,0.501973031,0.455549809,24,0.188987702,0.557386593,32,0.741857477,33.00098419,17,0.671442946,4.788864565,13,0.798596762,0.461594253,26,0.844933941,0.035532284,28,0.656070435,33.49774681,13,0.47990572,3.504845011,15,0.722896288,,,,-7381563.5,40,1,0.441915888,1,,0.38630926,41,0.588494568,33.00098419,17,0.671442946,4.788864565,13,0.798596762,0.529064092,18,0.912433795,0.635018328,15,0.91409386,33.49774681,13,0.47990572,3.530441455,15,0.727915735,,,,19.86761284,14,0.847348621,0.547321768,12,0.682165762,0.424879859,26,0.760124041,33.00098419,17,0.671442946,4.788864565,13,0.798596762,0.440877554,39,0.710691132,0.362726737,9,0.831612969,33.49774681,13,0.47990572,3.498768996,15,0.721092644
2006,18,Oklahoma,738.4752352,13,0.911338969,0.200000003,5,0.501973031,0.455416242,36,0.158067592,0.576737355,6,0.801140859,32.00556946,18,0.651196221,4.962563486,7,0.832208049,0.461739396,11,0.870064373,0.055769657,13,0.705686515,33.67145085,12,0.48127505,3.278601213,17,0.675466005,,,,22641054,3,1,0.441915888,1,,0.398356072,8,0.643502314,32.00556946,18,0.651196221,4.962563486,7,0.832208049,0.529566579,10,0.937829558,0.639229852,12,0.926123911,33.67145085,12,0.48127505,3.333844358,17,0.686797688,,,,19.1417141,16,0.834429805,0.547195895,28,0.653064893,0.434492531,3,0.796366774,32.00556946,18,0.651196221,4.962563486,7,0.832208049,0.443099311,10,0.758315089,0.364385522,6,0.839386384,33.67145085,12,0.48127505,3.263719224,18,0.671792585
2006,19,North Dakota,698.9093613,37,0.856165964,0.200000003,5,0.501973031,0.455355875,44,0.144093004,0.574052799,8,0.7929164,31.00597191,19,0.630864417,3.49937151,30,0.549075803,0.461842147,3,0.887854934,0.040350166,25,0.667882463,25.57746091,24,0.417469128,3.113141865,20,0.640778716,,,,11029986,24,1,0.441915888,1,,0.395198661,17,0.62908505,31.00597191,19,0.630864417,3.49937151,30,0.549075803,0.528945816,21,0.906456093,0.607437813,36,0.835311204,25.57746091,24,0.417469128,3.126258117,20,0.643381274,,,,10.331213,19,0.677629353,0.546862066,43,0.575886349,0.425913685,21,0.764021885,31.00597191,19,0.630864417,3.49937151,30,0.549075803,0.44315044,8,0.759411042,0.350895618,25,0.776169855,25.57746091,24,0.417469128,3.08998924,20,0.635353926
2006,20,Iowa,732.4342518,20,0.902915063,0.200000003,5,0.501973031,0.455441183,32,0.163841405,0.568525531,14,0.77598295,29.99649429,20,0.610331652,4.419071013,21,0.727040548,0.461737355,12,0.869710975,0.047283109,20,0.684879998,31.07718934,18,0.460824167,3.274281267,18,0.674560361,,,,14274324,8,1,0.441915888,1,,0.393266569,26,0.620262798,29.99649429,20,0.610331652,4.419071013,21,0.727040548,0.529252949,15,0.921978626,0.627478324,23,0.892556135,31.07718934,18,0.460824167,3.240432144,18,0.667260635,,,,5.96532774,20,0.599929712,0.547240205,24,0.663309124,0.426436187,19,0.765991877,29.99649429,20,0.610331652,4.419071013,21,0.727040548,0.442353728,18,0.742333323,0.359730512,13,0.817572028,31.07718934,18,0.460824167,3.291646655,17,0.67765017
2006,21,Georgia,716.2966143,29,0.880411782,0.200000003,5,0.501973031,0.455761705,15,0.238040446,0.55221393,34,0.726010402,28.98817635,21,0.589822475,4.507537317,18,0.744159056,0.46144258,34,0.818672756,0.05897006,11,0.71353296,31.65126717,16,0.465349693,2.914734072,21,0.599184038,,,,11475683,19,1,0.441915888,1,,0.392586895,32,0.617159295,28.98817635,21,0.589822475,4.507537317,18,0.744159056,0.528975774,20,0.907970149,0.635256538,14,0.914774298,31.65126717,16,0.465349693,2.878938795,22,0.591654734,,,,2.099527836,21,0.531130087,0.547221436,26,0.658969832,0.427486414,15,0.769951556,28.98817635,21,0.589822475,4.507537317,18,0.744159056,0.442335795,20,0.741948928,0.335457723,33,0.703824625,31.65126717,16,0.465349693,2.921438725,21,0.600001625
2006,22,Arizona,736.7535466,15,0.908938144,0.200000003,5,0.501973031,0.455430913,35,0.161463806,0.566769365,19,0.770602725,27.99184608,22,0.569557128,4.522564689,17,0.747066899,0.461661031,21,0.856496114,0.05391369,15,0.701136229,27.98379946,21,0.436438592,2.762496977,24,0.567268694,,,,11476186,14,1,0.441915888,1,,0.394303618,21,0.624998134,27.99184608,22,0.569557128,4.522564689,17,0.747066899,0.529222577,16,0.920443613,0.630927556,20,0.90240873,27.98379946,21,0.436438592,2.758286177,24,0.566420383,,,,-1.102784634,22,0.474138545,0.547241227,23,0.663545239,0.42710276,16,0.768505065,27.99184608,22,0.569557128,4.522564689,17,0.747066899,0.442193752,24,0.738904188,0.357161266,18,0.805531998,27.98379946,21,0.436438592,2.750340992,24,0.564115063
2006,23,Louisiana,663.5390324,44,0.806843476,0.200000003,5,0.501973031,0.45567708,19,0.21845032,0.559557724,30,0.748508997,26.98527336,23,0.549083448,3.29403117,38,0.509341802,0.461621067,23,0.84957648,0.028746356,32,0.639433339,26.80794403,22,0.427169179,2.823972526,23,0.580156574,,,,10602122,27,1,0.441915888,1,,0.39318106,27,0.619872352,26.98527336,23,0.549083448,3.29403117,38,0.509341802,0.52836981,31,0.877344681,0.608681793,34,0.838864586,26.80794403,22,0.427169179,2.843638849,23,0.584271793,,,,-3.851567984,23,0.425218459,0.547031136,36,0.614973995,0.41941707,37,0.739527648,26.98527336,23,0.549083448,3.29403117,38,0.509341802,0.441620913,31,0.72662523,0.35724295,17,0.805914786,26.80794403,22,0.427169179,2.83289243,23,0.581429654
2006,24,Arkansas,716.8906484,28,0.881240139,0.200000003,5,0.501973031,0.455437224,34,0.162924766,0.569810285,12,0.779918949,26.02931595,24,0.529639284,3.900868176,25,0.62676667,0.461769773,8,0.875324012,0.027696867,33,0.6368603,24.07281165,26,0.405607793,2.888798432,22,0.59374683,,,,-6.25E+30,50,0,0.441915888,1,,0.398208975,10,0.642830647,26.02931595,24,0.529639284,3.900868176,25,0.62676667,0.528998758,19,0.909131773,0.596304032,43,0.803508001,24.07281165,26,0.405607793,2.942662834,21,0.60498254,,,,-6.099642754,24,0.385209482,0.547046035,35,0.618418661,0.428616173,11,0.774211097,26.02931595,24,0.529639284,3.900868176,25,0.62676667,0.442547079,14,0.746477856,0.350036842,28,0.77214545,24.07281165,26,0.405607793,2.902718447,22,0.596075177
2006,25,Maryland,731.9396997,21,0.90222543,0.200000003,5,0.501973031,0.455794601,13,0.245655591,0.549994407,36,0.719210625,24.98910332,25,0.50848137,3.953802953,24,0.637009716,0.461389942,37,0.809558885,0.055942181,12,0.706109492,30.75202531,19,0.458260858,2.437275891,25,0.499088578,,,,12200825,12,1,0.441915888,1,,0.395276671,16,0.62944126,24.98910332,25,0.50848137,3.953802953,24,0.637009716,0.528764198,25,0.897277117,0.631716053,19,0.90466104,30.75202531,19,0.458260858,2.419319381,25,0.495525884,,,,-8.109325409,25,0.349443168,0.547188437,30,0.651340772,0.426636072,18,0.766745506,24.98910332,25,0.50848137,3.953802953,24,0.637009716,0.442187236,25,0.738764518,0.32385562,37,0.649454727,30.75202531,19,0.458260858,2.411710649,25,0.493089697
2006,26,Oregon,712.7674317,32,0.875490481,0.200000003,5,0.501973031,0.455494275,25,0.176131835,0.562451588,27,0.757374697,23.99894905,26,0.488341642,3.437331937,35,0.537070951,0.461776557,7,0.876498555,0.042034554,23,0.672012086,24.61992172,25,0.409920729,2.422610704,26,0.496014134,,,,10707752,26,1,0.441915888,1,,0.392695194,31,0.617653805,23.99894905,26,0.488341642,3.437331937,35,0.537070951,0.528929065,22,0.905609493,0.608066527,35,0.837107101,24.61992172,25,0.409920729,2.391273079,26,0.489660033,,,,-9.751173973,26,0.320223196,0.546980569,37,0.603283436,0.425469622,23,0.762347631,23.99894905,26,0.488341642,3.437331937,35,0.537070951,0.442261231,21,0.740350622,0.350631399,26,0.774931666,24.61992172,25,0.409920729,2.401559298,26,0.490960522
2006,27,North Carolina,708.6349314,34,0.869727877,0.200000003,5,0.501973031,0.455849927,9,0.258463352,0.542074428,39,0.694946819,23.00663757,27,0.468158037,4.730201687,14,0.787245311,0.461235097,41,0.782748571,0.039999508,26,0.667022753,23.40264708,29,0.400324803,2.34123262,27,0.47895384,,,,11475684,17,1,0.441915888,1,,0.39571917,13,0.631461781,23.00663757,27,0.468158037,4.730201687,14,0.787245311,0.528281578,34,0.872885402,0.647650792,5,0.950177995,23.40264708,29,0.400324803,2.306741573,27,0.47198037,,,,-11.15118694,27,0.295307171,0.547296125,17,0.676237362,0.421417184,31,0.747068693,23.00663757,27,0.468158037,4.730201687,14,0.787245311,0.441335243,33,0.72050182,0.322500305,38,0.643103438,23.40264708,29,0.400324803,2.307530781,28,0.471238693
2006,28,Pennsylvania,673.1910326,41,0.820302799,0.200000003,5,0.501973031,0.455758419,16,0.237279746,0.548855331,37,0.71572093,22.01549149,28,0.447998135,3.710387342,27,0.58990803,0.461499469,33,0.828522777,0.048359343,18,0.687518606,23.92025892,27,0.404405201,2.334737378,28,0.477592162,,,,11417914,22,1,0.441915888,1,,0.391721659,36,0.613208482,22.01549149,28,0.447998135,3.710387342,27,0.58990803,0.528785642,23,0.898360856,0.630923705,21,0.902397729,23.92025892,27,0.404405201,2.302962594,28,0.471190001,,,,-12.38510799,28,0.273347084,0.547059815,34,0.621604436,0.422927977,29,0.752764847,22.01549149,28,0.447998135,3.710387342,27,0.58990803,0.441963853,27,0.733976252,0.348113516,30,0.763132335,23.92025892,27,0.404405201,2.329373809,27,0.475820117
2006,29,Kansas,765.5929676,6,0.949153546,0.200000003,5,0.501973031,0.455362824,43,0.145701533,0.565522762,22,0.766783607,20.98945808,29,0.427128626,4.793001757,12,0.799397322,0.461689607,18,0.861443849,0.041574317,24,0.67088372,26.79851337,23,0.427094836,2.280712792,29,0.466266321,,,,-10529674,42,1,0.441915888,1,,0.391421737,37,0.611838989,20.98945808,29,0.427128626,4.793001757,12,0.799397322,0.529185547,17,0.918572117,0.634301401,18,0.912045985,26.79851337,23,0.427094836,2.280171121,29,0.466423192,,,,-13.39541531,29,0.255366649,0.547342963,10,0.687065803,0.425645798,22,0.763011869,20.98945808,29,0.427128626,4.793001757,12,0.799397322,0.441723511,30,0.728824451,0.364495528,5,0.839901896,26.79851337,23,0.427094836,2.256279174,29,0.460489024
